Rock_name,SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2
Basanite,42.33,3.39,13.63,12.44,10.19,10.13,0.17,0.82,4.39,0.1037089535
Basanite,42.84,2.76,13.63,11.27,9.09,9.86,0.16,0.77,4.95,0.1155462185
Basanite,42.84,3.74,13.95,13.34,9.09,8.77,0.17,0.66,4.42,0.1031746032
Basanite,43.89,2.75,12.21,11.12,10.69,12.48,0.18,0.92,4.54,0.1034404192
Basanite,43.66,4.02,11.48,12.39,11.86,9.41,0.19,0.53,4.99,0.1142922584
Basanite,43.19,2.43,11.87,10.76,12.4,11.89,0.1439,0.535,3.95,0.09145635564
Basanite,43.98,4.06,15.66,11.76,11.79,5.72,0.19,0.88,4.65,0.1057298772
Basanite,44.83,2.13,12.93,12.44,9.74,12.37,0.19,0.62,4.42,0.09859469106
Basanite,43.17,1.619,11.22,10.43,12.06,15.32,0.18,1.019,3.4,0.07875839703
Basanite,42.24,1.97,14.74,11.31,14.54,7.54,0.2,1.28,3.98,0.09422348485
Basanite,44.14,3.26,11.46,10.84,12.2,11.72,0.18,0.67,4.35,0.09855006797
Basanite,42.92,1.28,13.26,12.57,4.28,19.81,0.15,0.17,3.15,0.07339235788
Basanite,44.78,4.01,13.73,13.48,11,5.21,0.21,0.75,4.72,0.1054041983
Basanite,42.4,4.2,14.22,13.3,12.22,7.46,0.19,0.65,4.74,0.1117924528
Basanite,41.3,4.27,13.8,13.54,10.51,8.3,0.19,0.73,5.14,0.1244552058
Basanite,44.55,2.51,11.96,12.2,11.19,10.78,0.17,0.56,3.79,0.08507295174
Basanite,44.62,2.82,13.75,11.58,13.05,7.4,0.18,0.37,3.35,0.07507844016
Basanite,42.02,3.14,11.7,12.62,10.53,12.22,0.17,0.55,3.77,0.08971918134
Basanite,43.53,3.34,12.34,12.53,11.81,10.45,0.21,0.74,4.56,0.1047553411
Basanite,43.08,3.28,12.16,13.25,11.07,9.12,0.22,0.73,3.62,0.08402971216
Basanite,43.16,3.06,12.49,14.34,10.98,9.26,0.2,1.1,3.72,0.08619091752
Basanite,44.46,3.71,14.45,11.72,13.22,7.14,0.19,0.7,3.11,0.06995051732
Basanite,43.875,3.545,13.897,11.77,11.235,9.72,0.2,0.752,4.974,0.1133675214
Basanite,42.6,2.12,14.04,11.2,11.96,7.94,0.16,0.82,4.99,0.1171361502
Basanite,43.52,2.59,11.09,11.36,9.39,13.48,0.18,1,4.58,0.1052389706
Basanite,42.23,3.38,11.95,10.77,12.2,12.49,0.2,0.7,5.1,0.1207672271
Basanite,43.02,4.92,14.46,12.26,12.67,7.08,0.2,0.95,3.83,0.0890283589
Basanite,41.94,2.86,11.12,13.14,11.8,11.25,0.19,0.59,3.4,0.08106819266
Basanite,42.06,1.3,13.7,13.52,3.45,19.01,0.15,0.18,3.22,0.0765572991
Basanite,44.41,2.189,15.9,10.91,10.98,9.05,0.181,0.6,3.84,0.08646701193
Basanite,44.49,2.89,12.85,11.73,11.24,8.69,0.17,0.49,3.49,0.07844459429
Basanite,43.69,3.08,13.43,10.7,11.06,8.59,0.17,0.67,4.8,0.1098649577
Basanite,44,3.22,12.4,12.6,12.8,9.56,0.2,0.53,3.57,0.08113636364
Basanite,43.8,3.15,12.52,12.54,10.8,10.08,0.18,0.53,4.32,0.09863013699
Basanite,44.48,2.81,11.82,12.35,10.88,8,0.19,0.49,4.9,0.1101618705
Basanite,43.83,3.15,13.87,11.14,10.07,8.73,0.18,0.72,4.31,0.0983344741
Basanite,43.34,2.96,12.97,11.61,9.77,11.76,0.21,0.71,4.25,0.09806183664
Basanite,44.03,2.77,13.84,12.22,9.28,8.93,0.17,0.74,5.02,0.1140131728
Basanite,44.9,2.73,15.27,11.99,11.05,7.2,0.2,0.59,4.73,0.1053452116
Basanite,42.95,2.31,12.34,10.95,10.85,12.58,0.17,0.88,3.67,0.08544819558
Basanite,43,2.98,11.53,11.76,10.05,14.31,0.2,1,5.15,0.1197674419
Basanite,44.88,4.78,9.55,13.14,10.98,11.34,0.22,0.56,3.09,0.06885026738
Basanite,43.13,3.25,14.5,11.63,10.52,7.01,0.18,1.29,4.33,0.1003941572
Basanite,44.43,2.88,16.04,10.81,8.61,8.1,0.16,0.92,5.14,0.1156875985
Basanite,42.7,3.49,14.2,12.73,10.8,7,0.18,0.51,4.53,0.106088993
Basanite,43.16,4.23,10.42,13.29,11.33,12.34,0.19,0.97,4.07,0.09430027804
Basanite,43.87,3.54,11.59,11.79,11.89,9.15,0.21,0.71,4.76,0.1085023934
Basanite,44.38,2.23,14.25,10.64,11.69,9.43,0.183,1.06,4.98,0.1122127084
Basanite,42.1,4.82,14.19,11.39,9.84,5.64,0.189,0.9,4.86,0.1154394299
Basanite,41.81,4.37,11.75,12.68,12.15,12.15,0.2,0.72,3.75,0.08969146137
Basanite,44.29,2.36,13.18,11.48,8.9,12.18,0.17,0.51,3.84,0.08670128697
Basanite,42.4,4.2,14.22,13.3,12.22,7.46,0.19,0.65,4.74,0.1117924528
Basanite,42.59,5.18,11.77,12.34,13.11,8.17,0.18,0.95,5.06,0.1188072317
Basanite,44.77,2.4,11.56,11.2,10.14,12.96,0.19,0.59,4.22,0.09425954881
Basanite,43.8,1.63,13.9,10.16,10.95,13.9,0.19,0.63,4.1,0.09360730594
Basanite,43.11,3.246,12.4,14.16,12.08,11.35,0.194,0.394,3.07,0.0712131756
Basanite,43.23,2.38,13.93,9.85,10.64,13.12,0.17,0.62,4.97,0.1149664585
Basanite,41.64,4.56,12.82,13.79,12.38,8.21,0.189,0.55,3.502,0.08410182517
Basanite,41.96,2.04,12.94,9.61,12.77,11.23,0.18,0.48,4.92,0.1172545281
Basanite,41.14,3.548,12.93,12.35,12.78,8.96,0.201,0.84,4.88,0.1186193486
Basanite,43.65,3.97,14.32,13.01,10.43,6.06,0.19,0.66,4.78,0.1095074456
Basanite,43.29,3.17,9.68,10.99,13.87,11.29,0.18,0.46,4.48,0.1034881035
Basanite,42.55,4.77,14.33,13.16,11.26,4.69,0.16,0.68,5.17,0.1215041128
Basanite,42.15,3.35,13.25,13.36,11.4,9.15,0.19,0.39,3.48,0.08256227758
Basanite,41.4,3.73,12.57,11.66,13.83,7.23,0.202,0.734,4.66,0.1125603865
Basanite,42.42,3.4,11.77,12.21,10.64,8.03,0.19,0.69,4.45,0.1049033475
Basanite,43.11,2.63,13.36,12.23,9.56,10.49,0.19,0.6,3.95,0.09162607284
Basanite,41.38,3.2,11.88,11.04,11.65,14.54,0.19,0.69,3.9,0.09424842919
Basanite,41.8,3.5,12.45,10.74,12.07,10.99,0.18,0.73,4.15,0.09928229665
Basanite,44.1,3.04,15,11.25,12.9,7.4,0.22,0.49,4.23,0.09591836735
Basanite,42.3,2.62,12.6,10.13,10.89,11.56,0.17,0.72,4.4,0.1040189125
Basanite,42.45,3.27,12.17,12.91,11.24,10.61,0.19,0.95,4.87,0.1147232038
Basanite,44.62,2.82,13.75,11.58,13.05,7.4,0.18,0.37,3.35,0.07507844016
Basanite,43.7,3.05,14.3,11.8,10.19,7.81,0.19,0.55,3.24,0.07414187643
Basanite,43.15,3.41,14.57,11.98,11.72,7.82,0.19,0.64,4.65,0.1077636153
Basanite,44.51,2.525,11.89,12.14,11,12.19,0.2,0.388,4.179,0.0938890137
Basanite,42.29,3.38,14.1,13.22,10.57,7.52,0.1559,0.853,4.61,0.109009222
Basanite,43.05,3.61,12.77,14.7,12.51,8.3,0.2,0.5,4.8,0.1114982578
Basanite,43.65,2.68,12.18,12.71,10.22,12.88,0.2,0.55,3.98,0.09117983963
Basanite,42.64,3.42,14.36,11.09,11.35,7.09,0.2,1.21,5.1,0.1196060038
Basanite,43.45,3.23,12.25,13.05,11.18,9.11,0.21,0.71,3.68,0.08469505178
Basanite,42.19,4.18,12.39,11.92,11.3,12.61,0.17,0.42,4.31,0.1021569092
Basanite,41.5,2.73,11.57,13.37,12.03,11.33,0.22,0.55,3.61,0.08698795181
Basanite,43.4,3.71,13.76,12.31,10.97,8.09,0.2,0.82,5.14,0.1184331797
Basanite,43.4,2.7,11.9,11.43,10.6,9.9,0.17,1,4.1,0.09447004608
Basanite,41.32,2.38,10.97,10.06,12.36,12.57,0.21,0.66,3.82,0.09244917715
Basanite,43,3.33,14.9,12.6,11,6.72,0.18,0.54,4.42,0.1027906977
Basanite,43.83,3.725,14.547,12.36,10.355,9.51,0.2,0.582,4.424,0.1009354324
Basanite,43.75,2.86,12.8,10.98,10.96,9.9,0.21,0.94,4.89,0.1117714286
Basanite,44.91,2.31,12.3,11,10.87,11.52,0.18,0.94,4.21,0.09374304164
Basanite,44.2,2.91,13.2,12.53,9.32,5.75,0.2,0.51,3.79,0.08574660633
Basanite,44.36,3.59,13.24,12.22,9.27,10,0.19,0.71,5.07,0.1142921551
Basanite,42.02,4.23,12.33,11.86,11.26,12.17,0.17,0.42,4.54,0.1080437887
Basanite,44.76,2.97,12.33,11.76,13.06,9.34,0.2,0.43,3.6,0.08042895442
Basanite,42.79,2.87,11.22,10.29,14.06,10.27,0.21,0.73,4.77,0.1114746436
Basanite,43,2.87,11.7,10.89,12.2,12.7,0.23,0.56,4.36,0.1013953488
Basanite,43.44,2.32,13.7,10.51,10.89,9.68,0.19,0.66,4.58,0.1054327808
Basanite,44.245,3.255,13.977,11.48,11.345,10.02,0.2,0.702,4.724,0.1067691265
Basanite,44,5.53,16.2,14.6,9.72,5.4,0.18,0.65,4.4,0.1
Basanite,43.17,4.11,11.48,15.67,11.88,9.88,0.2,0.52,3.09,0.07157748436
Basanite,42.83,3.69,13.45,11.12,14.5,7.78,0.21,1.38,3.32,0.07751575998
Basanite,43.8,2.65,12.9,11.43,9.75,10.4,0.18,0.5,4.48,0.102283105
Basanite,42.3,2.58,12.28,12.18,10.91,12.05,0.2,0.62,4.51,0.1066193853
Basanite,42.74,3.36,16.15,12.85,8.68,4.97,0.2,1.3,5.07,0.1186242396
Basanite,42.2,4.08,13.6,12.69,10.45,6.4,10.18,0.82,4.33,0.1026066351
Basanite,43.09,3.73,14,11.75,12.81,7.32,0.2,1.05,4.73,0.1097702483
Basanite,43.96,2.1,13.73,10.37,10.42,9.24,0.19,0.67,5.12,0.1164695177
Basanite,44.43,2.25,14.34,10.22,10.09,8.78,0.19,0.57,5.14,0.1156875985
Basanite,41.5,2.4,11.2,10.8,11,15,0.18,0.6,4.45,0.1072289157
Basanite,42.14,4.43,12.82,13.29,12.07,7.36,0.21,0.93,4.96,0.1177028951
Basanite,42.34,4.61,13.58,12.82,11.74,8.24,0.179,0.578,3.931,0.09284364667
Basanite,43.77,3.57,11.69,12.03,9.9,10.97,0.16,0.82,3.68,0.08407585104
Basanite,42.77,3.84,13.38,12.33,10.43,9.83,0.17,0.69,4.9,0.1145662848
Basanite,42.49,2.331,10.88,12.58,11.72,13.83,0.2,0.525,3.818,0.08985643681
Basanite,44.43,3.84,15.01,12.7,10.75,6.5,0.18,0.68,4.68,0.1053342336
Basanite,42.96,2,13.01,10.28,14.24,9.81,0.199,0.8,5.08,0.1182495345
Basanite,42.53,4.16,13.82,11.95,10.36,6.26,0.24,1.07,4.31,0.1013402304
Basanite,44.33,2.99,12.5,11.48,10.08,11.5,0.2,0.8,4.84,0.1091811414
Basanite,44.19,3.19,16.11,10.74,10.67,5.93,0.2,0.72,4.52,0.102285585
Basanite,42.7,3.359,11.3,13.3,12.37,11.31,0.187,0.401,3.306,0.07742388759
Basanite,42.13,3.75,13.1,12.8,11.5,9.09,0.17,0.64,4.6,0.1091858533
Basanite,42.05,3.36,10.83,12.71,10.18,12.56,0.2,1.06,5.09,0.1210463734
Basanite,42.88,3.29,12.65,13.6,11.95,9.34,0.19,0.37,3.45,0.08045708955
Basanite,43.155,3.445,13.327,12.47,10.665,11.11,0.21,0.752,4.564,0.1057583131
Basanite,43.59,3.93,12.06,12.23,11.35,11.24,0.19,0.8,4.59,0.1052993806
Basanite,41.8,4.87,14.71,13.25,11.55,6.07,0.204,0.803,4.749,0.1136124402
Basanite,43.9,3.77,11.83,12.17,10.55,10.32,0.17,0.71,4.13,0.09407744875
Basanite,44.35,3.82,13.06,12.04,11.77,7.9,0.26,1.43,5.11,0.1152198422
Basanite,43.63,3.16,12.02,12.33,11.5,10.78,0.21,0.76,4.59,0.1052028421
Basanite,44.7,3.03,15,12,10.4,5.72,0.22,0.75,4.75,0.1062639821
Basanite,42.5,2.44,11.9,11.1,11.2,13,0.2,0.8,4.45,0.1047058824
Basanite,43.97,2.42,12.32,10.94,10.78,11.5,0.19,0.65,4.26,0.09688423925
Basanite,42.43,3.34,13.56,12.3,10.84,9.96,0.12,0.541,3.95,0.0930945086
Basanite,41.88,2.67,11.89,11.76,10.64,12.55,0.19,0.91,4.31,0.102913085
Basanite,43.52,2.49,12.19,11.04,11.93,13.58,0.19,0.48,3.88,0.08915441176
Basanite,43.96,2.52,14.7,11.25,8.3,8.81,0.17,0.79,3.95,0.0898544131
Basanite,43.81,2.32,12.27,11.2,11.4,14.05,0.19,0.48,3.65,0.0833143118
Basanite,42.85,3.68,13.39,10.35,13.98,8.41,0.22,1.39,3.94,0.09194865811
Basanite,42.79,2.35,13.7,10.64,11.24,9.2,0.19,0.76,4.97,0.1161486329
Basanite,43.57,2.94,12.41,14.08,10.66,10.63,0.23,1.01,4.05,0.09295386734
Basanite,42.11,2.94,10.7,12.33,9.53,15.16,0.2,0.83,4.36,0.1035383519
Basanite,42.02,3.14,11.7,12.62,10.53,12.22,0.17,0.55,3.77,0.08971918134
Basanite,44.19,2.79,13.69,11.62,11.44,10.2,0.19,0.6,4.67,0.1056800181
Basanite,43.67,2.55,11.42,12.31,11.32,12.38,0.19,0.443,4.198,0.09613006641
Basanite,42.885,4.185,14.707,13.06,10.875,7.93,0.22,1.052,4.464,0.10409234
Basanite,44.15,2.54,13.21,11.27,8.97,11.71,0.16,0.47,4.14,0.09377123443
Basanite,43.96,2.52,14.7,11.25,8.3,8.81,0.17,0.79,3.95,0.0898544131
Basanite,41.9,3.1,14.21,10.82,17.47,6.64,0.22,0.01,4.45,0.1062052506
Basanite,42.97,2.3,13.93,11.4,11.18,9.85,0.2,0.67,5.14,0.1196183384
Basanite,42.8,3.34,15.25,13.77,11,7.15,0.22,0.45,3.58,0.08364485981
Basanite,42.05,2.3,10.47,13.01,11.61,14.49,0.21,0.5,3.39,0.08061831153
Basanite,42.83,3.1,14.69,11.51,10.15,9.4,0.17,0.73,4.63,0.1081017978
Basanite,44.36,3.59,13.24,12.22,9.27,10,0.19,0.71,5.07,0.1142921551
Basanite,43.2,3.16,12.8,11.79,11.1,11,0.25,0.56,4.56,0.1055555556
Basanite,43.98,1.97,15.62,11.1,11.21,7.58,0.19,0.352,3.45,0.07844474761
Basanite,44.55,2.51,11.96,12.2,11.19,10.78,0.17,0.56,3.79,0.08507295174
Basanite,43.7,3.05,14.3,11.8,10.19,7.81,0.19,0.55,3.24,0.07414187643
Basanite,42.87,4.77,12.98,13.61,11.18,8.67,0.188,0.786,4.9,0.1142990436
Basanite,42.7,2.98,11.78,12.15,10.15,11.54,0.2,0.53,4.19,0.0981264637
Basanite,43.24,3.79,14.44,12.97,9.57,7.03,0.19,0.93,4.95,0.1144773358
Basanite,44.59,2.797,13.37,11.63,9.61,10.76,0.181,0.579,5.171,0.1159677058
Basanite,43.045,3.585,13.757,12.34,12.775,10.19,0.2,0.632,3.814,0.08860494831
Basanite,43.5,3.83,15.06,11.84,13.1,6.24,0.19,0.61,4.31,0.09908045977
Basanite,43.39,2.824,13.4,12.802,10.13,10.17,0.205,0.786,4.41,0.1016363217
Basanite,42.57,2.39,13.71,10.78,11.32,8.57,0.19,0.81,4.64,0.1089969462
Basanite,42.14,3.73,13.04,12.5,11.74,8.74,0.12,0.827,4.17,0.09895586141
Basanite,43.64,3.07,13.75,11.81,9.59,10.12,0.136,0.694,4.38,0.1003666361
Basanite,43.03,2.42,12.35,10.16,10.46,11.62,0.19,0.81,3.87,0.08993725308
Basanite,44.56,3.08,14.92,14.18,10.19,7.23,0.12,0.52,5.17,0.1160233393
Basanite,43.96,2.52,14.7,11.25,8.3,8.81,0.17,0.79,3.95,0.0898544131
Basanite,44.59,2.797,13.37,11.63,9.61,10.76,0.181,0.579,5.171,0.1159677058
Basanite,44.88,3.28,11.48,11.6,9.97,11.47,0.18,0.66,4.01,0.08934937611
Basanite,42.93,2.813,13.55,12.687,10.39,9.88,0.206,0.849,5.08,0.1183321686
Basanite,44.03,2.68,16.26,11.63,10.98,5.9,0.2,1.47,4.89,0.1110606405
Basanite,43.2,3.6,11.42,12.38,11.25,11.65,0.17,0.54,3.33,0.07708333333
Basanite,43.34,2.96,12.97,11.61,9.77,11.76,0.21,0.71,4.25,0.09806183664
Basanite,42.7,2.98,11.78,12.15,10.15,11.54,0.2,0.53,4.19,0.0981264637
Basanite,42.05,2.345,12.85,12.53,16.78,5.07,0.229,1.49,5.087,0.1209750297
Basanite,43.2,2.85,14.9,11.88,11.5,7.42,0.2,0.595,3.95,0.09143518519
Basanite,44.2,2.97,13.4,12.33,10.7,9.13,0.17,0.55,4.06,0.09185520362
Basanite,42.75,4.04,14.24,14,12.03,6.78,0.18,0.57,4.81,0.1125146199
Basanite,43.37,3.73,17.43,12.47,10.1,4.68,0.26,1.19,4.27,0.09845515333
Basanite,43.5,3.7,11.7,12.4,10.7,13.4,0.2,0.5,4.1,0.09425287356
Basanite,41.12,2.479,15.55,12.81,13.48,6.76,0.208,2.077,4.05,0.0984922179
Basanite,42.83,4.08,13.99,12.86,11.71,6.9,0.22,1.049,4.406,0.1028718188
Basanite,44.11,2.82,15.9,11.29,9,8.38,0.16,0.92,5.08,0.1151666289
Basanite,42.3,2.62,12.6,10.13,10.89,11.56,0.17,0.72,4.4,0.1040189125
Basanite,42.35,2.44,11.53,12.21,9.75,8.76,0.29,1.14,4.72,0.1114521842
Basanite,43.98,2.59,11.54,10.97,10.56,14.13,0.18,0.89,4.16,0.0945884493
Basanite,42.44,4.51,14.36,13.91,11.26,5.75,0.21,1.15,3.71,0.08741753063
Basanite,43.8,2.6,11.4,11.07,10.7,13.6,0.34,0.54,3.56,0.08127853881
Basanite,43.1,4.28,15.82,12.18,11.52,5.77,0.2,0.71,5.08,0.1178654292
Basanite,42.8,3.34,15.25,13.77,11,7.15,0.22,0.45,3.58,0.08364485981
Basanite,43.89,3.38,12.9,13.65,11.98,8.77,0.19,0.39,3.8,0.08658008658
Basanite,42.91,2.89,12.32,11.27,9.64,10.16,0.15,0.67,3.41,0.07946865533
Basanite,42.86,4.78,13.05,13.65,11.16,8.6,0.189,0.79,4.95,0.1154923005
Basanite,43.7,2.67,12.44,11.4,11.33,11.73,0.18,0.65,3.51,0.08032036613
Basanite,42.61,1.659,11.31,10.3,12.52,14.82,0.183,1.02,3.77,0.08847688336
Basanite,42.17,2.92,12.8,12.03,10.36,11.39,0.19,0.99,4.74,0.1124021816
Basanite,43.53,2.248,11,12.09,11.83,13.2,0.19,0.441,3.811,0.08754881691
Basanite,42.1,2.73,12.3,11.16,14.6,11,0.21,0.82,4.26,0.1011876485
Basanite,42.885,4.185,14.707,13.06,10.875,7.93,0.22,1.052,4.464,0.10409234
Basanite,43.9,2.7,12,11.25,10.7,11.1,0.18,0.8,3.8,0.08656036446
Basanite,42.95,2.31,12.34,10.95,10.85,12.58,0.17,0.88,3.67,0.08544819558
Basanite,44.82,2.52,12.76,11.36,10.77,11.02,0.17,0.47,3.42,0.07630522088
Basanite,44.19,2.57,12.56,10.52,10.58,10.9,0.2,0.87,4.6,0.1040959493
Basanite,42.41,2.764,11.16,12.84,11.71,11.51,0.2,0.556,4.896,0.1154444706
Basanite,43.39,2.824,13.4,12.802,10.13,10.17,0.205,0.786,4.41,0.1016363217
Basanite,42.53,2.56,13.05,11.87,9.17,11.4,0.18,0.77,4.29,0.1008699741
Basanite,42.49,2.52,12.75,11.16,11.5,11.64,0.21,0.53,3.87,0.09108025418
Basanite,41.3,4.27,13.8,13.54,10.51,8.3,0.19,0.73,5.14,0.1244552058
Basanite,44.18,2.63,14.69,11.01,10.08,9.73,0.18,0.55,4.3,0.09732910819
Basanite,42.6,3.14,12.1,11.25,10.5,12.8,0.18,0.64,4.79,0.1124413146
Basanite,43.8,3.17,14.06,11.21,10.62,8.3,0.22,1.03,5.02,0.1146118721
Basanite,44.17,3.05,12.89,11.9,9.98,10.24,0.18,0.74,5.18,0.117274168
Basanite,42.4,2.94,14.2,11.34,10.9,10.4,0.22,0.58,4.43,0.1044811321
Basanite,42.8,3.08,14.5,13.18,11.75,7.5,0.21,0.48,4.72,0.1102803738
Basanite,43.31,2.55,13.14,10.58,12.06,13.48,0.17,0.36,3.44,0.07942738398
Basanite,43.48,3.8,13.52,13.41,8.44,9.55,0.17,0.83,4.02,0.09245630175
Basanite,43.2,3.6,11.42,12.38,11.25,11.65,0.17,0.54,3.33,0.07708333333
Basanite,44.9,2.082,14.41,10.94,11.78,8.91,0.192,1.078,5.03,0.1120267261
Basanite,42.31,3.4,11.88,12.98,10.69,12.26,0.18,0.74,4.15,0.09808555897
Basanite,42.32,2.42,13.68,10.55,11.31,10.06,0.2,0.73,3.98,0.09404536862
Basanite,42.4,3.83,14.1,12.8,11.51,7.78,0.16,0.74,4.72,0.1113207547
Basanite,42.64,3.42,14.36,11.09,11.35,7.09,0.2,1.21,5.1,0.1196060038
Basanite,43.89,2.32,14.72,12.35,10.21,11.19,0.2,0.65,4.48,0.1020733652
Basanite,42.4,3.9,13.05,12.73,10.1,8.3,0.21,0.8,4.28,0.1009433962
Basanite,42.15,2.85,12.88,11.96,10.84,11.05,0.19,0.98,4.69,0.1112692764
Basanite,43.255,3.525,13.967,11.78,11.385,10.56,0.19,0.562,4.364,0.1008900705
Basanite,42.77,2.41,11.68,12.38,10.25,8.54,0.29,1.1,4.34,0.1014729951
Basanite,41.28,3.99,14.38,12.29,13.58,7.35,0.21,0.86,4.68,0.113372093
Basanite,43.04,3.14,12.11,11.76,11.51,12.81,0.2,0.62,3.54,0.08224907063
Basanite,43.24,3.79,14.44,12.97,9.57,7.03,0.19,0.93,4.95,0.1144773358
Basanite,44.77,2.554,15.29,11.64,9.93,9.27,0.186,0.476,4.5,0.1005137369
Basanite,44.78,2.27,13.37,8.78,11.17,10.46,0.16,0.5,3.84,0.08575256811
Basanite,41.4,4.14,13.15,14.52,10.16,6.27,0.22,1.2,4.85,0.1171497585
Basanite,42.7,3.359,11.3,13.3,12.37,11.31,0.187,0.401,3.306,0.07742388759
Basanite,42.99,1.96,10.41,10.07,12.08,14.74,0.18,0.72,3.52,0.08187950686
Basanite,42.41,4.88,14.44,13.54,11.2,6.63,0.194,0.863,3.629,0.08556944117
Basanite,43.05,3.61,12.77,14.7,12.51,8.3,0.2,0.5,4.8,0.1114982578
Basanite,42.13,3.75,13.1,12.8,11.5,9.09,0.17,0.64,4.6,0.1091858533
Basanite,42.6,3.789,12.2,13.44,11.54,10.32,0.188,0.589,3.977,0.09335680751
Basanite,41.84,4.3,14.84,12.51,11.66,6.85,0.21,1.08,5.16,0.1233269598
Basanite,41.25,3.69,13.3,12.86,12.09,8.74,0.21,0.64,3.13,0.07587878788
Basanite,43.25,2.48,11.78,10.24,10.7,11.88,0.18,0.94,4.35,0.1005780347
Basanite,42.08,3.35,12.4,14.97,10.05,10.57,0.21,0.41,3.25,0.0772338403
Basanite,42.61,1.659,11.31,10.3,12.52,14.82,0.183,1.02,3.77,0.08847688336
Basanite,44.07,2.6,12.92,12.07,11.22,11.65,0.1533,0.739,4.3,0.09757204447
Basanite,42.31,2.17,10.69,11.65,13.12,13.6,0.21,0.87,4.05,0.09572205152
Basanite,43.4,3.71,13.76,12.31,10.97,8.09,0.2,0.82,5.14,0.1184331797
Basanite,44.15,2.51,12.57,10.85,12.03,13.08,0.19,0.39,3.1,0.07021517554
Basanite,42.91,3.37,11.99,10.48,13.97,11.11,0.18,0.57,4.09,0.09531577721
Basanite,43,2.87,11.7,10.89,12.2,12.7,0.23,0.56,4.36,0.1013953488
Basanite,41.77,3.308,10.93,12.83,12.43,13.28,0.21,0.517,3.548,0.08494134546
Basanite,44.78,4.02,14.62,11.72,10.27,7.04,0.181,0.58,4.762,0.106342117
Basanite,42.79,4.79,15.18,13.07,11.16,6.1,0.194,0.826,3.979,0.09298901613
Basanite,41.96,3.94,14.03,14.29,11.29,6.9,0.21,0.58,5.19,0.1236892278
Basanite,43.57,3.9,14.99,12.29,10.96,8.18,0.19,0.63,3.9,0.08951113151
Basanite,43.02,2.85,12.5,12.6,9.81,12.33,0.18,0.61,4.02,0.09344490934
Basanite,42.5,2.82,12.1,12.35,10.6,11.88,0.19,0.613,4.69,0.1103529412
Basanite,44.51,2.525,11.89,12.14,11,12.19,0.2,0.388,4.179,0.0938890137
Basanite,41.69,3.18,13.95,11.85,10.5,8.86,0.21,0.89,3.57,0.08563204605
Basanite,42.08,1.145,8.48,10.51,12.15,18.89,0.191,0.957,3.81,0.0905418251
Basanite,43.42,2.49,12.6,13.03,9.25,13.03,0.19,0.6,5.17,0.1190695532
Basanite,44.34,2.29,10.91,11.83,10.75,12.77,0.19,0.38,3.07,0.06923770862
Basanite,43.81,2.32,12.27,11.2,11.4,14.05,0.19,0.48,3.65,0.0833143118
Basanite,42.03,3.45,11.6,12.47,11.74,10.84,0.16,0.5,3.43,0.08160837497
Basanite,44.1,2.42,13.6,12.33,8.47,8.73,0.18,0.81,4.37,0.09909297052
Basanite,43.86,4.68,12.21,12.76,11.6,8.78,0.18,1.16,4.77,0.10875513
Basanite,44.6,2.218,14.92,11.4,12.95,8.43,0.185,1.15,3.73,0.083632287
Basanite,44.17,2.15,8.9,11.18,13.93,10.71,0.18,0.34,5,0.1131990038
Basanite,44,2.86,16,12.87,11,5.5,0.22,0.55,4.34,0.09863636364
Basanite,41.33,3.24,12.71,10.97,12.17,12.04,0.17,0.74,4.42,0.1069441084
Basanite,41.51,3.72,10.48,12.24,12.03,10.58,0.18,1.08,4.11,0.0990122862
Basanite,42.09,4.15,11.47,12.84,11.01,10.6,0.19,1.04,3.71,0.08814445236
Basanite,43.7,2.71,13.5,11.02,10.05,9.65,0.21,0.98,5.15,0.1178489703
Basanite,43.44,2.87,13.44,11.74,10.19,9.52,0.21,0.78,3.77,0.08678637201
Basanite,42.85,2.89,11.75,11.61,9.83,11.6,0.17,0.56,5.08,0.1185530922
Basanite,44.8,3.07,11.9,12.42,11.06,11.4,0.179,0.505,3.442,0.07683035714
Basanite,41.49,3.8,12.32,13.24,11.61,10.17,0.19,0.62,4.03,0.097131839
Basanite,44.55,2.51,11.96,12.2,11.19,10.78,0.17,0.56,3.79,0.08507295174
Basanite,44.34,2.18,13.54,10.58,13.37,9.07,0.191,0.85,4.38,0.09878213802
Basanite,43.89,2.75,12.21,11.12,10.69,12.48,0.18,0.92,4.54,0.1034404192
Basanite,42.6,3.26,12.3,11.52,10.8,12.4,0.18,0.68,4.32,0.1014084507
Basanite,44.34,2.18,13.54,10.58,13.37,9.07,0.191,0.85,4.38,0.09878213802
Basanite,43.39,2.824,13.4,12.802,10.13,10.17,0.205,0.786,4.41,0.1016363217
Basanite,42.7,3.359,11.3,13.3,12.37,11.31,0.187,0.401,3.306,0.07742388759
Basanite,43.54,3.02,14.38,11.6,10.08,9.27,0.1369,0.753,4.01,0.09209921911
Basanite,44,2.5,13.3,11.79,10.61,10.56,0.2,0.57,3.78,0.08590909091
Basanite,41.76,3.05,13.38,11.06,11.89,9.41,0.21,0.65,5.11,0.1223659004
Basanite,44.44,3.41,12.07,11.55,11.15,10.3,0.18,0.53,4.01,0.0902340234
